energy,unc_en,intensity_%,unc_i,type,start level energy  [keV],  end level energy  [keV], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,Extraction_date
2249.7,0.4,0.011,0.004,G,2249.85,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2269.5,0.3,0.014,0.004,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2304.97,0.16,0.03,0.007,G,2304.88,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2330.2,0.6,0.01,0.005,G,3950.84,1620.73, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2339.4,0.5,0.028,0.008,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2349.92,0.06,0.55,0.11,G,2349.81,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2352.6,0.6,0.022,0.009,G,3434.45,1082.04, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2375.95,0.11,0.068,0.015,G,2375.80,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2380.66,0.07,0.18,0.04,G,2380.70,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2418.9,0.4,0.012,0.004,G,3701.95,1283.32, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2422.16,0.18,0.028,0.007,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2524.47,0.22,0.028,0.007,G,2524.30,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2529.9,0.3,0.08,0.03,G,2529.69,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2531.84,0.07,0.41,0.09,G,2531.83,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2605.75,0.06,0.24,0.05,G,2605.74,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2649.32,0.07,0.16,0.03,G,2649.38,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2673.98,0.18,0.034,0.008,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2774.04,0.13,0.029,0.006,G,3401.39,627.319, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2836.88,0.16,0.027,0.006,G,3464.40,627.319, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2847.63,0.08,0.098,0.02,G,2847.75,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2978.99,0.24,0.013,0.003,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
2997.32,0.09,0.084,0.018,G,2997.31,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3047.29,0.16,0.029,0.006,G,3674.62,627.319, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3096.4,0.4,0.009,0.003,G,3724.19,627.319, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3171.57,0.23,0.018,0.004,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3270.2,0.3,0.0099,0.0024,G,3270.28,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3323.66,0.15,0.049,0.011,G,3950.84,627.319, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3364.23,0.11,0.078,0.016,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3418.77,0.15,0.039,0.008,G,3418.79,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3464.34,0.09,0.107,0.022,G,3464.40,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3645.7,0.13,0.027,0.006,G, , , , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3665.61,0.08,0.13,0.03,G,3665.66,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3724.2,0.15,0.026,0.005,G,3724.19,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3769.16,0.11,0.044,0.009,G,3769.21,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3819.99,0.24,0.011,0.003,G,3820.05,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3839.78,0.17,0.018,0.004,G,3839.73,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3853.87,0.16,0.019,0.004,G,3853.93,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3887.8,0.3,0.0078,0.0021,G,3887.9,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
3912.21,0.21,0.012,0.003,G,3912.27,0.0, , ,, , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
4.966, ,0.00023, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
31.816, ,0.00052, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
32.193, ,0.00096, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
36.482, ,0.00028, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
36.827, ,0.00036, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05
37.255, ,0.000072, ,X, , , , , , , ,55,84,Cs, ,0, ,7/2+,9.27, ,5,m,556.2,3,B-,100, ,4213,3,56,83,Ba,2021-11-05

